meter_id,local_interval_datetime,kwh,voltage,rssi,pf
Customer_Meter_4,2022-09-05T07:45:00Z,23.52,280.83,-107,0.95
Customer_Meter_4,2022-09-05T08:00:00Z,23.52,279.13,-105,0.97
Customer_Meter_4,2022-09-05T08:15:00Z,23.44,280.38,-107,0.92
Customer_Meter_4,2022-09-05T08:30:00Z,23.44,279.84,-107,0.94
Customer_Meter_4,2022-09-05T08:45:00Z,23.36,288.02,-106,0.97
Customer_Meter_4,2022-09-05T09:00:00Z,23.36,282.48,-107,0.95
Customer_Meter_4,2022-09-05T09:15:00Z,23.28,282.6,-107,0.97
Customer_Meter_4,2022-09-05T09:30:00Z,23.28,280.11,-107,0.9
Customer_Meter_4,2022-09-05T09:45:00Z,23.2,281.82,-105,0.97
Customer_Meter_4,2022-09-05T10:00:00Z,22.88,285.49,-107,0.91
Customer_Meter_4,2022-09-05T10:15:00Z,23.04,284.83,-105,0.9
Customer_Meter_4,2022-09-05T10:30:00Z,23.12,285.43,-106,0.92
Customer_Meter_4,2022-09-05T10:45:00Z,23.2,279.66,-105,0.9
Customer_Meter_4,2022-09-05T11:00:00Z,23.2,284.75,-106,0.9
Customer_Meter_4,2022-09-05T11:15:00Z,23.12,280.91,-106,0.96
Customer_Meter_4,2022-09-05T11:30:00Z,22.72,284.07,-106,0.96
Customer_Meter_4,2022-09-05T11:45:00Z,23.12,280.3,-107,0.94
Customer_Meter_4,2022-09-05T12:00:00Z,22.8,283.46,-107,0.93
Customer_Meter_4,2022-09-05T12:15:00Z,22.96,284.35,-105,0.93
Customer_Meter_4,2022-09-05T12:30:00Z,22.88,281.99,-105,0.99
Customer_Meter_4,2022-09-05T12:45:00Z,22.88,282.84,-107,0.9
Customer_Meter_4,2022-09-05T13:00:00Z,23.2,284.52,-107,0.97
Customer_Meter_4,2022-09-05T13:15:00Z,23.12,280.51,-106,0.97
Customer_Meter_4,2022-09-05T13:30:00Z,23.12,281.98,-106,0.93
Customer_Meter_4,2022-09-05T13:45:00Z,23.12,281.53,-106,0.91
Customer_Meter_4,2022-09-05T14:00:00Z,23.12,280.51,-106,0.97
Customer_Meter_4,2022-09-05T14:15:00Z,23.12,285.36,-106,0.96
Customer_Meter_4,2022-09-05T14:30:00Z,23.12,287.24,-107,0.95
Customer_Meter_4,2022-09-05T14:45:00Z,23.12,287.66,-106,0.97
Customer_Meter_4,2022-09-05T15:00:00Z,23.12,285.51,-107,0.9
Customer_Meter_4,2022-09-05T15:15:00Z,23.04,282.88,-106,0.98
Customer_Meter_4,2022-09-05T15:30:00Z,23.12,280.87,-105,0.99
Customer_Meter_4,2022-09-05T15:45:00Z,23.12,286.97,-105,0.99
Customer_Meter_4,2022-09-05T16:00:00Z,23.04,281.36,-107,0.91
Customer_Meter_4,2022-09-05T16:15:00Z,23.12,285.12,-105,0.96
Customer_Meter_4,2022-09-05T16:30:00Z,23.04,285.39,-105,0.9
Customer_Meter_4,2022-09-05T16:45:00Z,23.12,286.33,-105,0.99
Customer_Meter_4,2022-09-05T17:00:00Z,23.04,287.86,-107,0.97
Customer_Meter_4,2022-09-05T17:15:00Z,23.12,281.99,-105,0.92
Customer_Meter_4,2022-09-05T17:30:00Z,23.04,283.88,-106,0.91
Customer_Meter_4,2022-09-05T17:45:00Z,23.04,281.26,-107,0.92
Customer_Meter_4,2022-09-05T18:00:00Z,23.12,287.79,-105,0.93
Customer_Meter_4,2022-09-05T18:15:00Z,23.12,279.53,-107,0.97
Customer_Meter_4,2022-09-05T18:30:00Z,23.12,287.89,-107,0.98
Customer_Meter_4,2022-09-05T18:45:00Z,23.12,285.66,-105,0.91
Customer_Meter_4,2022-09-05T19:00:00Z,23.12,283.45,-106,0.93
Customer_Meter_4,2022-09-05T19:15:00Z,23.12,286.35,-105,0.94
Customer_Meter_4,2022-09-05T19:30:00Z,23.2,284.97,-105,0.96
Customer_Meter_4,2022-09-05T19:45:00Z,23.12,282.84,-107,0.91
Customer_Meter_4,2022-09-05T20:00:00Z,23.2,282.26,-107,0.91
Customer_Meter_4,2022-09-05T20:15:00Z,23.12,282.36,-106,0.95
Customer_Meter_4,2022-09-05T20:30:00Z,23.12,285.75,-106,0.99
Customer_Meter_4,2022-09-05T20:45:00Z,23.2,284.4,-106,0.94
Customer_Meter_4,2022-09-05T21:00:00Z,23.12,279.03,-107,0.99
Customer_Meter_4,2022-09-05T21:15:00Z,23.2,285.06,-107,0.91
Customer_Meter_4,2022-09-05T21:30:00Z,23.12,284.97,-106,0.9
Customer_Meter_4,2022-09-05T21:45:00Z,23.12,287.43,-106,0.92
Customer_Meter_4,2022-09-05T22:00:00Z,23.2,284.21,-105,0.97
Customer_Meter_4,2022-09-05T22:15:00Z,23.12,285.5,-105,0.96
Customer_Meter_4,2022-09-05T22:30:00Z,23.12,287.71,-106,0.95
Customer_Meter_4,2022-09-05T22:45:00Z,23.2,281.59,-106,0.95
Customer_Meter_4,2022-09-05T23:00:00Z,23.12,281.82,-107,0.96
Customer_Meter_4,2022-09-05T23:15:00Z,23.12,279.64,-107,0.93
Customer_Meter_4,2022-09-05T23:30:00Z,23.2,283.24,-106,0.93
Customer_Meter_4,2022-09-05T23:45:00Z,23.12,281.63,-105,0.91
Customer_Meter_4,2022-09-06T00:00:00Z,23.12,279.47,-105,0.92
Customer_Meter_4,2022-09-06T00:15:00Z,23.12,285.67,-105,0.94
Customer_Meter_4,2022-09-06T00:30:00Z,23.12,279.22,-105,0.95
Customer_Meter_4,2022-09-06T00:45:00Z,23.12,284.2,-105,0.91
Customer_Meter_4,2022-09-06T01:00:00Z,23.12,280.63,-105,0.97
Customer_Meter_4,2022-09-06T01:15:00Z,23.12,280.58,-106,0.99
Customer_Meter_4,2022-09-06T01:30:00Z,23.12,281.1,-105,0.91
Customer_Meter_4,2022-09-06T01:45:00Z,23.12,280.8,-106,0.9
Customer_Meter_4,2022-09-06T02:00:00Z,23.12,279.37,-105,0.98
Customer_Meter_4,2022-09-06T02:15:00Z,23.12,288.1,-107,0.98
Customer_Meter_4,2022-09-06T02:30:00Z,23.12,284.38,-107,0.9
Customer_Meter_4,2022-09-06T02:45:00Z,23.12,280.37,-105,0.97
Customer_Meter_4,2022-09-06T03:00:00Z,23.12,279.79,-106,0.95
Customer_Meter_4,2022-09-06T03:15:00Z,23.04,285.81,-106,0.9
Customer_Meter_4,2022-09-06T03:30:00Z,23.12,287.56,-105,0.92
Customer_Meter_4,2022-09-06T03:45:00Z,23.04,285.9,-105,0.94
Customer_Meter_4,2022-09-06T04:00:00Z,23.12,288.14,-105,0.96
Customer_Meter_4,2022-09-06T04:15:00Z,23.12,287.94,-106,0.92
Customer_Meter_4,2022-09-06T04:30:00Z,23.04,279.02,-106,0.92
Customer_Meter_4,2022-09-06T04:45:00Z,23.04,283.12,-107,0.98
Customer_Meter_4,2022-09-06T05:00:00Z,23.12,279.14,-107,0.93
Customer_Meter_4,2022-09-06T05:15:00Z,23.04,286.9,-106,0.96
Customer_Meter_4,2022-09-06T05:30:00Z,23.12,284.82,-107,0.95
Customer_Meter_4,2022-09-06T05:45:00Z,23.04,285.75,-107,0.93
Customer_Meter_4,2022-09-06T06:00:00Z,23.12,283.36,-105,0.92
Customer_Meter_4,2022-09-06T06:15:00Z,23.04,288.14,-107,0.93
Customer_Meter_4,2022-09-06T06:30:00Z,11.52,280.66,-105,0.93
Customer_Meter_4,2022-09-06T06:45:00Z,15.36,282.55,-106,0.99
Customer_Meter_4,2022-09-06T07:00:00Z,15.12,286.27,-105,0.97
Customer_Meter_4,2022-09-06T07:15:00Z,15.2,283.96,-105,0.94
Customer_Meter_4,2022-09-06T07:30:00Z,15.12,280.72,-105,0.9
Customer_Meter_4,2022-09-06T07:45:00Z,15.2,286.08,-106,0.95
Customer_Meter_4,2022-09-06T08:00:00Z,15.12,284.97,-106,0.91
Customer_Meter_4,2022-09-06T08:15:00Z,15.12,284.77,-106,0.94
Customer_Meter_4,2022-09-06T08:30:00Z,15.12,287.65,-106,0.97
Customer_Meter_4,2022-09-06T08:45:00Z,15.04,280.82,-106,0.97
Customer_Meter_4,2022-09-06T09:00:00Z,15.04,281.95,-105,0.97
Customer_Meter_4,2022-09-06T09:15:00Z,14.8,283.86,-105,0.95
Customer_Meter_4,2022-09-06T09:30:00Z,15.04,284.91,-107,0.98
Customer_Meter_4,2022-09-06T09:45:00Z,15.04,282.25,-105,0.9
Customer_Meter_4,2022-09-06T10:00:00Z,15.04,280.2,-106,0.94
Customer_Meter_4,2022-09-06T10:15:00Z,15.04,284.41,-106,0.94
Customer_Meter_4,2022-09-06T10:30:00Z,15.04,288.28,-106,0.92
Customer_Meter_4,2022-09-06T10:45:00Z,15.04,282.73,-107,0.93
Customer_Meter_4,2022-09-06T11:00:00Z,14.88,280.34,-107,0.99
Customer_Meter_4,2022-09-06T11:15:00Z,14.8,281.68,-107,0.91
Customer_Meter_4,2022-09-06T11:30:00Z,15.04,283.09,-106,0.93
Customer_Meter_4,2022-09-06T11:45:00Z,14.88,286.49,-105,0.98
Customer_Meter_4,2022-09-06T12:00:00Z,14.8,286.39,-105,0.9
Customer_Meter_4,2022-09-06T12:15:00Z,15.04,282.31,-106,0.94
Customer_Meter_4,2022-09-06T12:30:00Z,15.04,281.35,-106,0.92
Customer_Meter_4,2022-09-06T12:45:00Z,15.04,284.24,-105,0.92
Customer_Meter_4,2022-09-06T13:00:00Z,15.04,286.91,-106,0.91
Customer_Meter_4,2022-09-06T13:15:00Z,14.96,280.43,-105,0.91
Customer_Meter_4,2022-09-06T13:30:00Z,14.96,279.78,-105,0.94
Customer_Meter_4,2022-09-06T13:45:00Z,15.04,281.35,-106,0.95
Customer_Meter_4,2022-09-06T14:00:00Z,14.96,286.95,-106,0.97
Customer_Meter_4,2022-09-06T14:15:00Z,15.04,284.89,-107,0.93
Customer_Meter_4,2022-09-06T14:30:00Z,14.96,286.99,-105,0.94
Customer_Meter_4,2022-09-06T14:45:00Z,15.04,279.7,-106,0.96
Customer_Meter_4,2022-09-06T15:00:00Z,14.96,282.13,-107,0.98
Customer_Meter_4,2022-09-06T15:15:00Z,14.96,286.84,-105,0.95
Customer_Meter_4,2022-09-06T15:30:00Z,15.04,285.26,-107,0.94
Customer_Meter_4,2022-09-06T15:45:00Z,14.96,279.26,-106,0.97
Customer_Meter_4,2022-09-06T16:00:00Z,14.96,279.33,-105,0.93
Customer_Meter_4,2022-09-06T16:15:00Z,15.04,287.55,-105,0.97
Customer_Meter_4,2022-09-06T16:30:00Z,14.96,281.31,-105,0.95
Customer_Meter_4,2022-09-06T16:45:00Z,14.96,286.49,-107,0.91
Customer_Meter_4,2022-09-06T17:00:00Z,15.04,281.02,-106,0.98
Customer_Meter_4,2022-09-06T17:15:00Z,14.96,287.23,-105,0.93
Customer_Meter_4,2022-09-06T17:30:00Z,14.96,285.35,-107,0.95
Customer_Meter_4,2022-09-06T17:45:00Z,15.04,283.97,-107,0.96
Customer_Meter_4,2022-09-06T18:00:00Z,14.96,285.98,-107,0.93
Customer_Meter_4,2022-09-06T18:15:00Z,15.04,287.44,-105,0.93
Customer_Meter_4,2022-09-06T18:30:00Z,14.96,287.24,-106,0.95
Customer_Meter_4,2022-09-06T18:45:00Z,15.04,284.47,-107,0.91
Customer_Meter_4,2022-09-06T19:00:00Z,15.04,281.92,-107,0.94
Customer_Meter_4,2022-09-06T19:15:00Z,15.04,286.7,-105,0.93
Customer_Meter_4,2022-09-06T19:30:00Z,15.04,284.59,-106,0.93
Customer_Meter_4,2022-09-06T19:45:00Z,15.04,287.94,-106,0.93
Customer_Meter_4,2022-09-06T20:00:00Z,15.04,285.26,-106,0.97
Customer_Meter_4,2022-09-06T20:15:00Z,15.04,281.29,-105,0.91
Customer_Meter_4,2022-09-06T20:30:00Z,15.04,288.04,-107,0.92
Customer_Meter_4,2022-09-06T20:45:00Z,15.04,283.49,-107,0.97
Customer_Meter_4,2022-09-06T21:00:00Z,15.04,285.73,-106,0.97
Customer_Meter_4,2022-09-06T21:15:00Z,15.04,286.8,-107,0.96
Customer_Meter_4,2022-09-06T21:30:00Z,14.96,286.99,-106,0.94
Customer_Meter_4,2022-09-06T21:45:00Z,15.04,282.19,-105,0.93
Customer_Meter_4,2022-09-06T22:00:00Z,15.04,280.3,-107,0.93
Customer_Meter_4,2022-09-06T22:15:00Z,15.04,282.87,-107,0.99
Customer_Meter_4,2022-09-06T22:30:00Z,15.04,287.96,-105,0.97
Customer_Meter_4,2022-09-06T22:45:00Z,15.04,284.57,-107,0.91
Customer_Meter_4,2022-09-06T23:00:00Z,14.96,281.32,-107,0.96
Customer_Meter_4,2022-09-06T23:15:00Z,15.04,280.04,-107,0.97
Customer_Meter_4,2022-09-06T23:30:00Z,15.04,284.09,-105,0.96
Customer_Meter_4,2022-09-06T23:45:00Z,15.04,285.42,-107,0.97
Customer_Meter_4,2022-09-07T00:00:00Z,14.96,285.63,-105,0.94
Customer_Meter_4,2022-09-07T00:15:00Z,15.04,284.79,-107,0.98
Customer_Meter_4,2022-09-07T00:30:00Z,15.04,280.7,-106,0.98
Customer_Meter_4,2022-09-07T00:45:00Z,14.96,281.78,-106,0.97
Customer_Meter_4,2022-09-07T01:00:00Z,15.04,280.24,-105,0.95
Customer_Meter_4,2022-09-07T01:15:00Z,15.04,288.25,-107,0.98
Customer_Meter_4,2022-09-07T01:30:00Z,14.96,283.39,-107,0.96
Customer_Meter_4,2022-09-07T01:45:00Z,15.04,287.35,-105,0.95
Customer_Meter_4,2022-09-07T02:00:00Z,14.96,287.1,-106,0.92
Customer_Meter_4,2022-09-07T02:15:00Z,15.04,285.75,-107,0.98
Customer_Meter_4,2022-09-07T02:30:00Z,15.04,285.05,-106,0.99
Customer_Meter_4,2022-09-07T02:45:00Z,14.96,281.89,-107,0.96
Customer_Meter_4,2022-09-07T03:00:00Z,15.04,287.99,-106,0.93
Customer_Meter_4,2022-09-07T03:15:00Z,14.96,284.1,-106,0.93
Customer_Meter_4,2022-09-07T03:30:00Z,15.04,286.97,-106,0.98
Customer_Meter_4,2022-09-07T03:45:00Z,15.04,287.84,-106,0.95
Customer_Meter_4,2022-09-07T04:00:00Z,14.96,288.22,-105,0.93
Customer_Meter_4,2022-09-07T04:15:00Z,14.96,279.1,-107,0.95
Customer_Meter_4,2022-09-07T04:30:00Z,15.04,286.43,-105,0.97
Customer_Meter_4,2022-09-07T04:45:00Z,15.04,280.19,-106,0.98
Customer_Meter_4,2022-09-07T05:00:00Z,14.96,287.23,-106,0.92
Customer_Meter_4,2022-09-07T05:15:00Z,14.96,287.87,-105,0.95
Customer_Meter_4,2022-09-07T05:30:00Z,15.04,287.5,-106,0.94
Customer_Meter_4,2022-09-07T05:45:00Z,14.96,284.56,-107,0.92
Customer_Meter_4,2022-09-07T06:00:00Z,14.88,279.02,-106,0.93
Customer_Meter_4,2022-09-07T06:15:00Z,14.96,287.04,-105,0.93
Customer_Meter_4,2022-09-07T06:30:00Z,14.96,286.9,-105,0.93
Customer_Meter_4,2022-09-07T06:45:00Z,14.96,285.86,-106,0.91
Customer_Meter_4,2022-09-07T07:00:00Z,14.72,284.76,-107,0.96
Customer_Meter_4,2022-09-07T07:15:00Z,14.88,287.85,-106,0.9
Customer_Meter_4,2022-09-07T07:30:00Z,14.96,282.93,-107,0.95
Customer_Meter_4,2022-09-07T07:45:00Z,14.72,282.73,-105,0.96
Customer_Meter_4,2022-09-07T08:00:00Z,14.8,281.91,-106,0.91
Customer_Meter_4,2022-09-07T08:15:00Z,14.96,279.62,-107,0.98
Customer_Meter_4,2022-09-07T08:30:00Z,14.96,286.85,-105,0.96
Customer_Meter_4,2022-09-07T08:45:00Z,14.88,283.83,-105,0.99
Customer_Meter_4,2022-09-07T09:00:00Z,14.96,280.42,-106,0.95
Customer_Meter_4,2022-09-07T09:15:00Z,14.96,279.5,-106,0.96
Customer_Meter_4,2022-09-07T09:30:00Z,14.96,282.19,-105,0.99
Customer_Meter_4,2022-09-07T09:45:00Z,14.88,282.89,-105,0.97
Customer_Meter_4,2022-09-07T10:00:00Z,14.96,282.07,-105,0.9
Customer_Meter_4,2022-09-07T10:15:00Z,14.88,284.21,-105,0.91
Customer_Meter_4,2022-09-07T10:30:00Z,14.96,281.2,-107,0.95
Customer_Meter_4,2022-09-07T10:45:00Z,14.88,285.49,-107,0.98
Customer_Meter_4,2022-09-07T11:00:00Z,14.96,287.44,-106,0.95
Customer_Meter_4,2022-09-07T11:15:00Z,14.88,284.39,-108,0.96
Customer_Meter_4,2022-09-07T11:30:00Z,14.88,281.18,-107,0.99
Customer_Meter_4,2022-09-07T11:45:00Z,14.88,283.43,-106,0.96
Customer_Meter_4,2022-09-07T12:00:00Z,14.96,281.32,-107,0.96
Customer_Meter_4,2022-09-07T12:15:00Z,14.88,280.11,-105,0.97
Customer_Meter_4,2022-09-07T12:30:00Z,14.88,281.02,-105,0.91
Customer_Meter_4,2022-09-07T12:45:00Z,14.88,281.12,-106,0.94
Customer_Meter_4,2022-09-07T13:00:00Z,14.96,286.45,-105,0.96
Customer_Meter_4,2022-09-07T13:15:00Z,14.88,285.97,-106,0.93
Customer_Meter_4,2022-09-07T13:30:00Z,14.88,280.06,-105,0.93
Customer_Meter_4,2022-09-07T13:45:00Z,14.96,282.06,-106,0.99
Customer_Meter_4,2022-09-07T14:00:00Z,14.88,284.4,-106,0.94
Customer_Meter_4,2022-09-07T14:15:00Z,14.88,281.12,-106,0.97
Customer_Meter_4,2022-09-07T14:30:00Z,14.88,287.51,-105,0.95
Customer_Meter_4,2022-09-07T14:45:00Z,14.96,282.44,-105,0.94
Customer_Meter_4,2022-09-07T15:00:00Z,14.88,281.35,-105,0.95
Customer_Meter_4,2022-09-07T15:15:00Z,14.88,285.8,-107,0.96
Customer_Meter_4,2022-09-07T15:30:00Z,14.96,279.63,-105,0.97
Customer_Meter_4,2022-09-07T15:45:00Z,14.88,283.58,-105,0.95
Customer_Meter_4,2022-09-07T16:00:00Z,14.88,288.18,-106,0.94
Customer_Meter_4,2022-09-07T16:15:00Z,14.88,286.67,-105,0.95
Customer_Meter_4,2022-09-07T16:30:00Z,14.88,283.09,-105,0.95
Customer_Meter_4,2022-09-07T16:45:00Z,14.88,287.49,-107,0.97
Customer_Meter_4,2022-09-07T17:00:00Z,14.88,282.77,-105,0.95
Customer_Meter_4,2022-09-07T17:15:00Z,14.96,280.45,-107,0.9
Customer_Meter_4,2022-09-07T17:30:00Z,14.88,287.08,-107,0.92
Customer_Meter_4,2022-09-07T17:45:00Z,14.88,285.66,-107,0.91
Customer_Meter_4,2022-09-07T18:00:00Z,14.96,287.66,-106,0.96
Customer_Meter_4,2022-09-07T18:15:00Z,14.88,283.13,-106,0.92
Customer_Meter_4,2022-09-07T18:30:00Z,14.88,281.57,-105,0.93
Customer_Meter_4,2022-09-07T18:45:00Z,14.96,279.79,-105,0.9
Customer_Meter_4,2022-09-07T19:00:00Z,14.96,283.38,-107,0.98
Customer_Meter_4,2022-09-07T19:15:00Z,14.88,288.14,-106,0.96
Customer_Meter_4,2022-09-07T19:30:00Z,14.96,280.49,-107,0.91
Customer_Meter_4,2022-09-07T19:45:00Z,14.96,287.48,-105,0.99
Customer_Meter_4,2022-09-07T20:00:00Z,14.96,280.74,-106,0.91
Customer_Meter_4,2022-09-07T20:15:00Z,14.96,284.27,-106,0.96
Customer_Meter_4,2022-09-07T20:30:00Z,14.96,282.99,-106,0.91
Customer_Meter_4,2022-09-07T20:45:00Z,14.96,284.81,-107,0.96
Customer_Meter_4,2022-09-07T21:00:00Z,14.96,281.26,-106,0.95
Customer_Meter_4,2022-09-07T21:15:00Z,14.96,283.57,-106,0.96
Customer_Meter_4,2022-09-07T21:30:00Z,14.96,280.52,-105,0.96
Customer_Meter_4,2022-09-07T21:45:00Z,14.88,282.83,-105,0.98
Customer_Meter_4,2022-09-07T22:00:00Z,15.04,287.08,-106,0.97
Customer_Meter_4,2022-09-07T22:15:00Z,14.88,282.41,-106,0.98
Customer_Meter_4,2022-09-07T22:30:00Z,14.96,283.59,-107,0.96
Customer_Meter_4,2022-09-07T22:45:00Z,14.96,285.27,-105,0.94
Customer_Meter_4,2022-09-07T23:00:00Z,14.96,288.09,-106,0.97
Customer_Meter_4,2022-09-07T23:15:00Z,14.96,285.72,-105,0.9
Customer_Meter_4,2022-09-07T23:30:00Z,14.96,285.94,-106,0.91
Customer_Meter_4,2022-09-07T23:45:00Z,14.88,286.93,-105,0.94
Customer_Meter_4,2022-09-08T00:00:00Z,14.96,281.9,-106,0.98
Customer_Meter_4,2022-09-08T00:15:00Z,14.96,286.35,-107,0.94
Customer_Meter_4,2022-09-08T00:30:00Z,14.96,279.07,-105,0.95
Customer_Meter_4,2022-09-08T00:45:00Z,14.96,284.05,-105,0.97
Customer_Meter_4,2022-09-08T01:00:00Z,14.88,282.71,-105,0.94
Customer_Meter_4,2022-09-08T01:15:00Z,14.96,287.69,-106,0.98
Customer_Meter_4,2022-09-08T01:30:00Z,14.96,281.03,-107,0.9
Customer_Meter_4,2022-09-08T01:45:00Z,14.88,287.42,-106,0.96
Customer_Meter_4,2022-09-08T02:00:00Z,14.96,286.38,-105,0.96
Customer_Meter_4,2022-09-08T02:15:00Z,14.96,282.04,-107,0.96
Customer_Meter_4,2022-09-08T02:30:00Z,14.96,282.27,-107,0.92
Customer_Meter_4,2022-09-08T02:45:00Z,14.96,284.47,-107,0.94
Customer_Meter_4,2022-09-08T03:00:00Z,14.96,288.1,-106,0.96
Customer_Meter_4,2022-09-08T03:15:00Z,14.96,287.13,-107,0.98
Customer_Meter_4,2022-09-08T03:30:00Z,14.96,279.82,-107,0.93
Customer_Meter_4,2022-09-08T03:45:00Z,14.88,285.58,-107,0.92
Customer_Meter_4,2022-09-08T04:00:00Z,14.96,281.39,-105,0.95
Customer_Meter_4,2022-09-08T04:15:00Z,14.96,287.55,-105,0.97
Customer_Meter_4,2022-09-08T04:30:00Z,14.96,285.25,-106,0.93
Customer_Meter_4,2022-09-08T04:45:00Z,14.88,284.39,-105,0.96
Customer_Meter_4,2022-09-08T05:00:00Z,14.96,286.17,-105,0.94
Customer_Meter_4,2022-09-08T05:15:00Z,14.96,279.12,-107,0.91
Customer_Meter_4,2022-09-08T05:30:00Z,14.88,287.3,-105,0.91
Customer_Meter_4,2022-09-08T05:45:00Z,14.96,283.16,-105,0.99
Customer_Meter_4,2022-09-08T06:00:00Z,14.96,287.05,-106,0.96
Customer_Meter_4,2022-09-08T06:15:00Z,14.88,280.15,-105,0.95
Customer_Meter_4,2022-09-08T06:30:00Z,14.96,284.45,-106,0.91
Customer_Meter_4,2022-09-08T06:45:00Z,14.88,287.49,-106,0.98
Customer_Meter_4,2022-09-08T07:00:00Z,14.88,279.93,-105,0.96
Customer_Meter_4,2022-09-08T07:15:00Z,14.96,279.11,-106,0.96
Customer_Meter_4,2022-09-08T07:30:00Z,14.88,280.32,-105,0.99
Customer_Meter_4,2022-09-08T07:45:00Z,14.88,283.01,-105,0.95
Customer_Meter_4,2022-09-08T08:00:00Z,21.36,280.22,-106,0.99
Customer_Meter_4,2022-09-08T08:15:00Z,19.52,280.39,-107,0.94
Customer_Meter_4,2022-09-08T08:30:00Z,19.2,287.18,-106,0.97
Customer_Meter_4,2022-09-08T08:45:00Z,19.04,287.6,-107,0.96
Customer_Meter_4,2022-09-08T09:00:00Z,19.04,287.16,-106,0.91
Customer_Meter_4,2022-09-08T09:15:00Z,18.96,280.34,-107,0.93
Customer_Meter_4,2022-09-08T09:30:00Z,18.88,279.07,-106,0.9
Customer_Meter_4,2022-09-08T09:45:00Z,18.8,281.83,-106,0.93
Customer_Meter_4,2022-09-08T10:00:00Z,18.8,285.34,-107,0.97
Customer_Meter_4,2022-09-08T10:15:00Z,18.72,279.38,-107,0.94
Customer_Meter_4,2022-09-08T10:30:00Z,18.64,283.78,-107,0.95
Customer_Meter_4,2022-09-08T10:45:00Z,18.72,282.68,-107,0.91
Customer_Meter_4,2022-09-08T11:00:00Z,18.64,285.42,-107,0.99
Customer_Meter_4,2022-09-08T11:15:00Z,18.64,288.15,-107,0.91
Customer_Meter_4,2022-09-08T11:30:00Z,18.64,279.02,-105,0.92
Customer_Meter_4,2022-09-08T11:45:00Z,18.56,287.33,-107,0.96
Customer_Meter_4,2022-09-08T12:00:00Z,18.48,280.67,-105,0.98
Customer_Meter_4,2022-09-08T12:15:00Z,18.48,281.08,-105,0.93
Customer_Meter_4,2022-09-08T12:30:00Z,18.48,279.5,-105,0.96
Customer_Meter_4,2022-09-08T12:45:00Z,18.48,279.93,-105,0.92
Customer_Meter_4,2022-09-08T13:00:00Z,18.48,287.92,-105,0.96
Customer_Meter_4,2022-09-08T13:15:00Z,18.48,282.99,-107,0.95
Customer_Meter_4,2022-09-08T13:30:00Z,18.48,279,-106,0.92
Customer_Meter_4,2022-09-08T13:45:00Z,18.48,287.62,-106,0.92
Customer_Meter_4,2022-09-08T14:00:00Z,18.48,279.21,-105,0.92
Customer_Meter_4,2022-09-08T14:15:00Z,18.48,279.2,-107,0.97
Customer_Meter_4,2022-09-08T14:30:00Z,18.48,288.04,-107,0.95
Customer_Meter_4,2022-09-08T14:45:00Z,18.48,283.44,-105,0.93
Customer_Meter_4,2022-09-08T15:00:00Z,18.48,280.61,-106,0.98
Customer_Meter_4,2022-09-08T15:15:00Z,18.48,287.22,-105,0.95
Customer_Meter_4,2022-09-08T15:30:00Z,18.48,283.3,-105,0.92
Customer_Meter_4,2022-09-08T15:45:00Z,18.48,282.68,-107,0.93
Customer_Meter_4,2022-09-08T16:00:00Z,18.48,285.22,-106,0.98
Customer_Meter_4,2022-09-08T16:15:00Z,18.48,283.06,-106,0.96
Customer_Meter_4,2022-09-08T16:30:00Z,18.48,286.45,-107,0.97
Customer_Meter_4,2022-09-08T16:45:00Z,18.48,280.86,-106,0.92
Customer_Meter_4,2022-09-08T17:00:00Z,18.4,286.17,-107,0.94
Customer_Meter_4,2022-09-08T17:15:00Z,18.48,279.16,-107,0.95
Customer_Meter_4,2022-09-08T17:30:00Z,18.48,281.7,-105,0.95
Customer_Meter_4,2022-09-08T17:45:00Z,18.48,285.91,-106,0.94
Customer_Meter_4,2022-09-08T18:00:00Z,18.48,281.66,-105,0.97
Customer_Meter_4,2022-09-08T18:15:00Z,18.48,279.74,-106,0.92
Customer_Meter_4,2022-09-08T18:30:00Z,18.48,286.93,-107,0.95
Customer_Meter_4,2022-09-08T18:45:00Z,18.48,287.07,-107,0.94
Customer_Meter_4,2022-09-08T19:00:00Z,18.48,281.91,-107,0.96
Customer_Meter_4,2022-09-08T19:15:00Z,18.56,286,-106,0.92
Customer_Meter_4,2022-09-08T19:30:00Z,18.48,285.02,-105,0.92
Customer_Meter_4,2022-09-08T19:45:00Z,18.56,287.65,-106,0.91
Customer_Meter_4,2022-09-08T20:00:00Z,18.48,283.66,-105,0.92
Customer_Meter_4,2022-09-08T20:15:00Z,18.56,280.86,-107,0.91
Customer_Meter_4,2022-09-08T20:30:00Z,18.48,280.37,-105,0.92
Customer_Meter_4,2022-09-08T20:45:00Z,18.56,287.11,-106,0.92
Customer_Meter_4,2022-09-08T21:00:00Z,18.48,287.15,-106,0.96
Customer_Meter_4,2022-09-08T21:15:00Z,18.56,287.53,-106,0.91
Customer_Meter_4,2022-09-08T21:30:00Z,18.48,288.06,-107,0.98
Customer_Meter_4,2022-09-08T21:45:00Z,18.56,282.96,-107,0.96
Customer_Meter_4,2022-09-08T22:00:00Z,18.48,285.74,-107,0.93
Customer_Meter_4,2022-09-08T22:15:00Z,18.56,284.61,-106,0.98
Customer_Meter_4,2022-09-08T22:30:00Z,18.48,287.45,-106,0.94
Customer_Meter_4,2022-09-08T22:45:00Z,18.56,283.49,-105,0.93
